adm_village_id,both,year,newpoint_x,newpoint_y
112370,3509,1990,26.084145,40.723633
119136,427,1990,26.256609,40.642109
137328,344,1990,26.34521,40.667789
124388,1039,1990,26.228262,40.650899
138714,298,1990,26.702652,41.372558
124759,929,1990,26.664983,41.37589
124822,639,1990,26.596955,41.287151
138622,615,1990,26.572532,41.306156
138676,2871,1990,26.580563,41.144438
139207,686,1990,26.695565,41.120131
143083,670,1990,26.888678,41.228796
143568,1132,1990,26.806025,41.121709
139223,848,1990,26.741439,41.273702
139441,303,1990,26.728143,41.390298
125650,1072,1990,26.777316,41.081626
140208,447,1990,26.836601,41.267706
126337,425,1990,26.614936,41.247909
126671,189,1990,26.565783,41.179858
139683,656,1990,26.875777,41.332289
141565,327,1990,26.630059,41.423743
115164,502,1990,26.665423,41.153297
142952,785,1990,26.651594,41.414522
127458,587,1990,26.699564,41.312511
143623,471,1990,26.886503,41.250321
129529,310,1990,26.452638,40.638108
138093,501,1990,26.813384,41.506531
143051,1987,1990,27.151772,41.349099
129845,370,1990,27.594854,41.736483
128488,1345,1990,27.025156,41.749815
115419,2131,1990,27.069526,41.676711
145280,842,1990,27.022825,41.644522
140640,837,1990,27.01528,41.721848
145412,917,1990,26.987175,41.674975
137338,432,1990,26.916418,41.648224
137986,811,1990,27.099588,41.721396
